sample	samples	cancer type abbreviation	sample_type	ENSG00000175054.14	ENSG00000149554.12	ENSG00000108064.10
TCGA-HZ-7923-01	TCGA-HZ-7923-01	PAAD	Primary Tumor	3.175	1.373	3.853
TCGA-HZ-A8P0-01	TCGA-HZ-A8P0-01	PAAD	Primary Tumor	3.157	1.252	2.951
TCGA-IB-AAUW-01	TCGA-IB-AAUW-01	PAAD	Primary Tumor	3.136	1.623	3.823
TCGA-HZ-8519-01	TCGA-HZ-8519-01	PAAD	Primary Tumor	3.131	1.34	3.958
TCGA-IB-AAUN-01	TCGA-IB-AAUN-01	PAAD	Primary Tumor	3.129	2.69	3.286
TCGA-HZ-A9TJ-01	TCGA-HZ-A9TJ-01	PAAD	Primary Tumor	3.129	2.254	2.316
TCGA-FB-AAQ3-01	TCGA-FB-AAQ3-01	PAAD	Primary Tumor	3.123	1.669	2.42
TCGA-IB-AAUV-01	TCGA-IB-AAUV-01	PAAD	Primary Tumor	3.121	1.281	2.921
TCGA-2J-AABR-01	TCGA-2J-AABR-01	PAAD	Primary Tumor	3.119	2.559	3.309
TCGA-2J-AABO-01	TCGA-2J-AABO-01	PAAD	Primary Tumor	3.109	2.202	2.939
TCGA-HZ-A4BK-01	TCGA-HZ-A4BK-01	PAAD	Primary Tumor	3.099	2.755	3.272
TCGA-IB-AAUR-01	TCGA-IB-AAUR-01	PAAD	Primary Tumor	3.099	1.401	3.618
TCGA-2J-AAB4-01	TCGA-2J-AAB4-01	PAAD	Primary Tumor	3.088	2.884	2.911
TCGA-IB-AAUU-01	TCGA-IB-AAUU-01	PAAD	Primary Tumor	3.088	1.964	3.452
TCGA-HZ-A49I-01	TCGA-HZ-A49I-01	PAAD	Primary Tumor	3.088	1.252	2.984
TCGA-HZ-A77P-01	TCGA-HZ-A77P-01	PAAD	Primary Tumor	3.081	1.816	3.61
TCGA-3A-A9IB-01	TCGA-3A-A9IB-01	PAAD	Primary Tumor	3.074	3.167	3.186
TCGA-H6-A45N-01	TCGA-H6-A45N-01	PAAD	Primary Tumor	3.064	1.892	3.195
TCGA-IB-A6UG-01	TCGA-IB-A6UG-01	PAAD	Primary Tumor	3.052	2.189	2.897
TCGA-2L-AAQJ-01	TCGA-2L-AAQJ-01	PAAD	Primary Tumor	3.043	2.057	2.755
TCGA-3A-A9IC-01	TCGA-3A-A9IC-01	PAAD	Primary Tumor	3.039	2.759	2.681
TCGA-HZ-A77Q-01	TCGA-HZ-A77Q-01	PAAD	Primary Tumor	3.039	2.111	3.525
TCGA-2J-AABU-01	TCGA-2J-AABU-01	PAAD	Primary Tumor	3.036	2.982	3.47
TCGA-2J-AAB8-01	TCGA-2J-AAB8-01	PAAD	Primary Tumor	3.034	2.816	3.5
TCGA-US-A776-01	TCGA-US-A776-01	PAAD	Primary Tumor	3.023	2.597	2.618
TCGA-IB-AAUP-01	TCGA-IB-AAUP-01	PAAD	Primary Tumor	3.018	2.521	3.736
TCGA-HZ-7924-01	TCGA-HZ-7924-01	PAAD	Primary Tumor	3.016	3.426	4.939
TCGA-IB-AAUQ-01	TCGA-IB-AAUQ-01	PAAD	Primary Tumor	3.014	2.541	3.268
TCGA-US-A77E-01	TCGA-US-A77E-01	PAAD	Primary Tumor	3.013	2.053	3.203
TCGA-HZ-7922-01	TCGA-HZ-7922-01	PAAD	Primary Tumor	2.998	2.727	4.613
TCGA-US-A779-01	TCGA-US-A779-01	PAAD	Primary Tumor	2.998	2.06	2.714
TCGA-IB-7887-01	TCGA-IB-7887-01	PAAD	Primary Tumor	2.995	2.036	3.202
TCGA-F2-6879-01	TCGA-F2-6879-01	PAAD	Primary Tumor	2.987	3.009	4.183
TCGA-FB-AAQ1-01	TCGA-FB-AAQ1-01	PAAD	Primary Tumor	2.978	2.88	2.74
TCGA-3A-A9I7-01	TCGA-3A-A9I7-01	PAAD	Primary Tumor	2.977	2.539	3.138
TCGA-YB-A89D-01	TCGA-YB-A89D-01	PAAD	Primary Tumor	2.977	1.516	2.958
TCGA-IB-A5ST-01	TCGA-IB-A5ST-01	PAAD	Primary Tumor	2.969	2.296	3.575
TCGA-M8-A5N4-01	TCGA-M8-A5N4-01	PAAD	Primary Tumor	2.956	2.462	2.747
TCGA-XD-AAUL-01	TCGA-XD-AAUL-01	PAAD	Primary Tumor	2.956	2.053	3.101
TCGA-IB-8127-01	TCGA-IB-8127-01	PAAD	Primary Tumor	2.949	2.462	4.318
TCGA-3E-AAAZ-01	TCGA-3E-AAAZ-01	PAAD	Primary Tumor	2.945	2.499	3.384
TCGA-3A-A9IR-01	TCGA-3A-A9IR-01	PAAD	Primary Tumor	2.922	0.9115	2.984
TCGA-HZ-7925-01	TCGA-HZ-7925-01	PAAD	Primary Tumor	2.915	2.311	3.654
TCGA-2J-AAB6-01	TCGA-2J-AAB6-01	PAAD	Primary Tumor	2.907	3.239	2.818
TCGA-IB-A5SO-01	TCGA-IB-A5SO-01	PAAD	Primary Tumor	2.905	1.949	3.143
TCGA-IB-7888-01	TCGA-IB-7888-01	PAAD	Primary Tumor	2.905	1.541	4.192
TCGA-IB-7890-01	TCGA-IB-7890-01	PAAD	Primary Tumor	2.901	2.947	3.683
TCGA-IB-7885-01	TCGA-IB-7885-01	PAAD	Primary Tumor	2.895	3.172	3.006
TCGA-2L-AAQM-01	TCGA-2L-AAQM-01	PAAD	Primary Tumor	2.894	0.9343	2.157
TCGA-HV-A5A5-01	TCGA-HV-A5A5-01	PAAD	Primary Tumor	2.888	1.856	2.998
TCGA-FB-AAPS-01	TCGA-FB-AAPS-01	PAAD	Primary Tumor	2.88	1.99	2.18
TCGA-F2-7276-01	TCGA-F2-7276-01	PAAD	Primary Tumor	2.868	1.196	4.144
TCGA-3A-A9IU-01	TCGA-3A-A9IU-01	PAAD	Primary Tumor	2.852	2.053	2.759
TCGA-FB-A4P5-01	TCGA-FB-A4P5-01	PAAD	Primary Tumor	2.828	2.284	3.372
TCGA-HZ-A8P1-01	TCGA-HZ-A8P1-01	PAAD	Primary Tumor	2.814	2.683	3.351
TCGA-HV-AA8X-01	TCGA-HV-AA8X-01	PAAD	Primary Tumor	2.812	2.953	2.977
TCGA-FB-AAPP-01	TCGA-FB-AAPP-01	PAAD	Primary Tumor	2.797	2.449	2.956
TCGA-HZ-A49G-01	TCGA-HZ-A49G-01	PAAD	Primary Tumor	2.793	1.674	3.397
TCGA-HV-AA8V-01	TCGA-HV-AA8V-01	PAAD	Primary Tumor	2.787	1.832	2.566
TCGA-F2-A8YN-01	TCGA-F2-A8YN-01	PAAD	Primary Tumor	2.774	2.202	3.342
TCGA-IB-7645-01	TCGA-IB-7645-01	PAAD	Primary Tumor	2.774	1.527	4.181
TCGA-IB-A5SQ-01	TCGA-IB-A5SQ-01	PAAD	Primary Tumor	2.768	2.986	3.208
TCGA-HZ-A49H-01	TCGA-HZ-A49H-01	PAAD	Primary Tumor	2.768	1.93	2.882
TCGA-IB-7646-01	TCGA-IB-7646-01	PAAD	Primary Tumor	2.749	3.876	4.197
TCGA-XD-AAUG-01	TCGA-XD-AAUG-01	PAAD	Primary Tumor	2.747	0.3685	3.106
TCGA-2L-AAQI-01	TCGA-2L-AAQI-01	PAAD	Primary Tumor	2.736	2.986	3.553
TCGA-3A-A9I9-01	TCGA-3A-A9I9-01	PAAD	Primary Tumor	2.734	1.105	2.011
TCGA-HZ-7918-01	TCGA-HZ-7918-01	PAAD	Primary Tumor	2.727	2.568	4.161
TCGA-IB-AAUS-01	TCGA-IB-AAUS-01	PAAD	Primary Tumor	2.727	2.057	3.151
TCGA-3A-A9IX-01	TCGA-3A-A9IX-01	PAAD	Primary Tumor	2.72	1.449	3.506
TCGA-HZ-8317-01	TCGA-HZ-8317-01	PAAD	Primary Tumor	2.714	2.275	3.245
TCGA-IB-A5SP-01	TCGA-IB-A5SP-01	PAAD	Primary Tumor	2.705	2	3.245
TCGA-FB-AAPQ-01	TCGA-FB-AAPQ-01	PAAD	Primary Tumor	2.701	1.9	3.023
TCGA-2J-AABT-01	TCGA-2J-AABT-01	PAAD	Primary Tumor	2.69	2.053	3.486
TCGA-IB-A7M4-01	TCGA-IB-A7M4-01	PAAD	Primary Tumor	2.681	3.424	4.002
TCGA-FB-AAPY-01	TCGA-FB-AAPY-01	PAAD	Primary Tumor	2.678	1.276	2.239
TCGA-2J-AABI-01	TCGA-2J-AABI-01	PAAD	Primary Tumor	2.658	2.956	3.739
TCGA-HV-A7OP-01	TCGA-HV-A7OP-01	PAAD	Primary Tumor	2.651	2.078	1.328
TCGA-IB-7644-01	TCGA-IB-7644-01	PAAD	Primary Tumor	2.646	2.039	4.282
TCGA-IB-7893-01	TCGA-IB-7893-01	PAAD	Primary Tumor	2.637	3.976	3.778
TCGA-3A-A9IV-01	TCGA-3A-A9IV-01	PAAD	Primary Tumor	2.635	1.071	2.82
TCGA-2J-AABH-01	TCGA-2J-AABH-01	PAAD	Primary Tumor	2.632	1.758	2.519
TCGA-US-A774-01	TCGA-US-A774-01	PAAD	Primary Tumor	2.628	2.025	3.125
TCGA-IB-7891-01	TCGA-IB-7891-01	PAAD	Primary Tumor	2.623	1.852	4.08
TCGA-IB-7652-01	TCGA-IB-7652-01	PAAD	Primary Tumor	2.614	2.662	4.167
TCGA-3A-A9IS-01	TCGA-3A-A9IS-01	PAAD	Primary Tumor	2.6	0.4552	3.02
TCGA-RL-AAAS-01	TCGA-RL-AAAS-01	PAAD	Primary Tumor	2.583	2.008	2.26
TCGA-F2-A7TX-01	TCGA-F2-A7TX-01	PAAD	Primary Tumor	2.573	3.709	4.419
TCGA-F2-7273-01	TCGA-F2-7273-01	PAAD	Primary Tumor	2.568	1.227	4.273
TCGA-HZ-8001-01	TCGA-HZ-8001-01	PAAD	Primary Tumor	2.551	2.128	2.826
TCGA-PZ-A5RE-01	TCGA-PZ-A5RE-01	PAAD	Primary Tumor	2.531	2.18	2.991
TCGA-3A-A9IN-01	TCGA-3A-A9IN-01	PAAD	Primary Tumor	2.496	1.043	1.779
TCGA-2J-AABP-01	TCGA-2J-AABP-01	PAAD	Primary Tumor	2.493	4.102	3.756
TCGA-IB-7886-01	TCGA-IB-7886-01	PAAD	Primary Tumor	2.488	3.701	4.244
TCGA-IB-AAUT-01	TCGA-IB-AAUT-01	PAAD	Primary Tumor	2.444	0.5666	3.144
TCGA-IB-7651-01	TCGA-IB-7651-01	PAAD	Primary Tumor	2.412	2.768	4.012
TCGA-IB-7889-01	TCGA-IB-7889-01	PAAD	Primary Tumor	2.406	1.516	2.683
TCGA-IB-A5SS-01	TCGA-IB-A5SS-01	PAAD	Primary Tumor	2.373	3.629	3.524
TCGA-2J-AAB1-01	TCGA-2J-AAB1-01	PAAD	Primary Tumor	2.345	2.846	3.018
TCGA-HZ-A77O-01	TCGA-HZ-A77O-01	PAAD	Primary Tumor	2.325	2.973	2.46
TCGA-3A-A9IZ-01	TCGA-3A-A9IZ-01	PAAD	Primary Tumor	2.272	3.929	3.937
TCGA-3A-A9IJ-01	TCGA-3A-A9IJ-01	PAAD	Primary Tumor	2.131	1.501	2.433
TCGA-2J-AAB9-01	TCGA-2J-AAB9-01	PAAD	Primary Tumor	2.125	2.83	3.173
TCGA-IB-7654-01	TCGA-IB-7654-01	PAAD	Primary Tumor	2.125	1.779	3.913
TCGA-F2-A44H-01	TCGA-F2-A44H-01	PAAD	Primary Tumor	2.088	1.368	2.239
TCGA-LB-A8F3-01	TCGA-LB-A8F3-01	PAAD	Primary Tumor	2.071	1.71	1.993
TCGA-IB-AAUM-01	TCGA-IB-AAUM-01	PAAD	Primary Tumor	2.008	0.0854	2.316
TCGA-3A-A9IO-01	TCGA-3A-A9IO-01	PAAD	Primary Tumor	1.86	0.8568	3.173
TCGA-HZ-8003-01	TCGA-HZ-8003-01	PAAD	Primary Tumor	1.848	0.9268	3.345
TCGA-HZ-7289-01	TCGA-HZ-7289-01	PAAD	Primary Tumor	1.736	1.723	3.239
TCGA-LB-A9Q5-01	TCGA-LB-A9Q5-01	PAAD	Primary Tumor	1.614	0.4967	1.911
TCGA-IB-8126-01	TCGA-IB-8126-01	PAAD	Primary Tumor	1.556	-0.0574	2.787
TCGA-IB-7649-01	TCGA-IB-7649-01	PAAD	Primary Tumor	1.029	0.6699	2.761
TCGA-2J-AABV-01	TCGA-2J-AABV-01	PAAD	Primary Tumor	0.9716	0.1648	0.044
TCGA-F2-6880-01	TCGA-F2-6880-01	PAAD	Primary Tumor	0.2522	-0.7588	1.177
TCGA-VG-A8LO-01	TCGA-VG-A8LO-01	OV	Primary Tumor	4.998	4.37	3.859
TCGA-13-0795-01	TCGA-13-0795-01	OV	Primary Tumor	4.948	2.254	2.616
TCGA-3P-A9WA-01	TCGA-3P-A9WA-01	OV	Primary Tumor	4.678	3.679	4.474
TCGA-WR-A838-01	TCGA-WR-A838-01	OV	Primary Tumor	4.602	3.81	4.553
TCGA-5X-AA5U-01	TCGA-5X-AA5U-01	OV	Primary Tumor	4.595	4.58	3.894
TCGA-13-A5FT-01	TCGA-13-A5FT-01	OV	Primary Tumor	4.582	3.685	4.28
TCGA-29-A5NZ-01	TCGA-29-A5NZ-01	OV	Primary Tumor	4.576	4.695	4.919
TCGA-OY-A56P-01	TCGA-OY-A56P-01	OV	Primary Tumor	4.504	4.851	3.826
TCGA-OY-A56Q-01	TCGA-OY-A56Q-01	OV	Primary Tumor	4.387	3.233	4.617
TCGA-24-1928-01	TCGA-24-1928-01	OV	Primary Tumor	4.299	3.441	4.374
TCGA-31-1951-01	TCGA-31-1951-01	OV	Primary Tumor	4.25	3.772	3.899
TCGA-57-1994-01	TCGA-57-1994-01	OV	Primary Tumor	4.193	3.72	4.206
TCGA-13-0804-01	TCGA-13-0804-01	OV	Primary Tumor	4.192	3.546	3.113
TCGA-04-1517-01	TCGA-04-1517-01	OV	Primary Tumor	4.146	2.549	4.028
TCGA-09-2053-01	TCGA-09-2053-01	OV	Primary Tumor	4.142	2.803	2.967
TCGA-13-0911-01	TCGA-13-0911-01	OV	Primary Tumor	4.138	2.433	1.795
TCGA-13-1496-01	TCGA-13-1496-01	OV	Primary Tumor	4.085	2.628	2.313
TCGA-36-1575-01	TCGA-36-1575-01	OV	Primary Tumor	4.081	3.875	5.022
TCGA-04-1343-01	TCGA-04-1343-01	OV	Primary Tumor	4.065	2.504	2.404
TCGA-61-1911-01	TCGA-61-1911-01	OV	Primary Tumor	4.035	0.8164	3.888
TCGA-29-1688-01	TCGA-29-1688-01	OV	Primary Tumor	4.033	3.177	4.304
TCGA-24-1551-01	TCGA-24-1551-01	OV	Primary Tumor	4.023	4.723	4.598
TCGA-13-0797-01	TCGA-13-0797-01	OV	Primary Tumor	3.986	4.89	3.31
TCGA-61-1733-01	TCGA-61-1733-01	OV	Primary Tumor	3.985	2.678	4.023
TCGA-13-1403-01	TCGA-13-1403-01	OV	Primary Tumor	3.964	2.876	3.657
TCGA-61-2088-01	TCGA-61-2088-01	OV	Primary Tumor	3.941	2.975	2.816
TCGA-24-1548-01	TCGA-24-1548-01	OV	Primary Tumor	3.937	5.002	5.483
TCGA-04-1655-01	TCGA-04-1655-01	OV	Primary Tumor	3.927	2.539	3.744
TCGA-04-1536-01	TCGA-04-1536-01	OV	Primary Tumor	3.918	2.404	3.009
TCGA-13-1510-01	TCGA-13-1510-01	OV	Primary Tumor	3.913	2.406	2.818
TCGA-59-A5PD-01	TCGA-59-A5PD-01	OV	Primary Tumor	3.912	4.609	4.629
TCGA-61-2109-01	TCGA-61-2109-01	OV	Primary Tumor	3.897	4.82	4.392
TCGA-61-2104-01	TCGA-61-2104-01	OV	Primary Tumor	3.895	3.086	4.529
TCGA-25-1628-01	TCGA-25-1628-01	OV	Primary Tumor	3.892	4.305	4.355
TCGA-61-1724-01	TCGA-61-1724-01	OV	Primary Tumor	3.88	2.751	4.122
TCGA-29-1697-01	TCGA-29-1697-01	OV	Primary Tumor	3.878	5.135	5.413
TCGA-10-0938-01	TCGA-10-0938-01	OV	Primary Tumor	3.876	3.987	3.156
TCGA-04-1362-01	TCGA-04-1362-01	OV	Primary Tumor	3.867	4.394	4.274
TCGA-29-1691-01	TCGA-29-1691-01	OV	Primary Tumor	3.863	5.794	5.166
TCGA-25-1871-01	TCGA-25-1871-01	OV	Primary Tumor	3.862	4.443	4.379
TCGA-13-0887-01	TCGA-13-0887-01	OV	Primary Tumor	3.854	3.446	2.926
TCGA-29-1698-01	TCGA-29-1698-01	OV	Primary Tumor	3.853	3.776	4.16
TCGA-13-0724-01	TCGA-13-0724-01	OV	Primary Tumor	3.851	2.281	2.257
TCGA-10-0933-01	TCGA-10-0933-01	OV	Primary Tumor	3.85	3.586	2.637
TCGA-24-2261-01	TCGA-24-2261-01	OV	Primary Tumor	3.847	4.034	4.485
TCGA-23-1809-01	TCGA-23-1809-01	OV	Primary Tumor	3.839	4.57	5.125
TCGA-13-1409-01	TCGA-13-1409-01	OV	Primary Tumor	3.831	1.903	3.798
TCGA-57-1586-01	TCGA-57-1586-01	OV	Primary Tumor	3.829	2.417	3.805
TCGA-61-1736-01	TCGA-61-1736-01	OV	Primary Tumor	3.822	3.714	4.532
TCGA-13-0893-01	TCGA-13-0893-01	OV	Primary Tumor	3.814	4.374	4.159
TCGA-61-2098-01	TCGA-61-2098-01	OV	Primary Tumor	3.791	4.12	5.223
TCGA-57-1993-01	TCGA-57-1993-01	OV	Primary Tumor	3.786	3.51	5.029
TCGA-13-0760-01	TCGA-13-0760-01	OV	Primary Tumor	3.786	1.651	2.764
TCGA-23-1107-01	TCGA-23-1107-01	OV	Primary Tumor	3.782	2.921	1.476
TCGA-10-0931-01	TCGA-10-0931-01	OV	Primary Tumor	3.756	2.592	2.98
TCGA-24-2280-01	TCGA-24-2280-01	OV	Primary Tumor	3.721	2.398	2.922
TCGA-24-1422-01	TCGA-24-1422-01	OV	Primary Tumor	3.715	2.838	4.431
TCGA-30-1857-01	TCGA-30-1857-01	OV	Primary Tumor	3.706	2.886	2.878
TCGA-24-2254-01	TCGA-24-2254-01	OV	Primary Tumor	3.702	4.586	4.211
TCGA-30-1714-01	TCGA-30-1714-01	OV	Primary Tumor	3.699	2.98	3.328
TCGA-13-1495-01	TCGA-13-1495-01	OV	Primary Tumor	3.699	2.82	3.636
TCGA-36-1581-01	TCGA-36-1581-01	OV	Primary Tumor	3.672	3.772	3.94
TCGA-24-1556-01	TCGA-24-1556-01	OV	Primary Tumor	3.658	5.261	5.07
TCGA-61-2095-01	TCGA-61-2095-01	OV	Primary Tumor	3.652	2.736	4.085
TCGA-24-2288-01	TCGA-24-2288-01	OV	Primary Tumor	3.642	3.079	3.831
TCGA-13-0905-01	TCGA-13-0905-01	OV	Primary Tumor	3.638	3.732	4.17
TCGA-24-1467-01	TCGA-24-1467-01	OV	Primary Tumor	3.637	2.47	3.949
TCGA-23-1032-01	TCGA-23-1032-01	OV	Primary Tumor	3.636	3.356	3.662
TCGA-24-1469-01	TCGA-24-1469-01	OV	Primary Tumor	3.625	4.607	3.863
TCGA-23-1119-01	TCGA-23-1119-01	OV	Primary Tumor	3.616	2.595	3.281
TCGA-10-0936-01	TCGA-10-0936-01	OV	Primary Tumor	3.611	1.816	2.211
TCGA-24-1474-01	TCGA-24-1474-01	OV	Primary Tumor	3.605	5.228	4.998
TCGA-04-1337-01	TCGA-04-1337-01	OV	Primary Tumor	3.605	1.585	3.178
TCGA-31-1950-01	TCGA-31-1950-01	OV	Primary Tumor	3.602	3.376	4.324
TCGA-25-1320-01	TCGA-25-1320-01	OV	Primary Tumor	3.597	3.442	4.24
TCGA-04-1648-01	TCGA-04-1648-01	OV	Primary Tumor	3.59	2.789	3.422
TCGA-61-2097-01	TCGA-61-2097-01	OV	Primary Tumor	3.589	2.193	4.339
TCGA-23-1120-01	TCGA-23-1120-01	OV	Primary Tumor	3.583	3.888	4.264
TCGA-61-2111-01	TCGA-61-2111-01	OV	Primary Tumor	3.574	2.971	4.848
TCGA-61-2094-01	TCGA-61-2094-01	OV	Primary Tumor	3.569	3.28	3.509
TCGA-61-1910-01	TCGA-61-1910-01	OV	Primary Tumor	3.568	2.46	4.316
TCGA-13-0727-01	TCGA-13-0727-01	OV	Primary Tumor	3.567	1.997	2.299
TCGA-09-2051-01	TCGA-09-2051-01	OV	Primary Tumor	3.553	3.501	4.934
TCGA-04-1331-01	TCGA-04-1331-01	OV	Primary Tumor	3.551	3.214	3.685
TCGA-25-1318-01	TCGA-25-1318-01	OV	Primary Tumor	3.547	2.72	4.493
TCGA-09-1668-01	TCGA-09-1668-01	OV	Primary Tumor	3.541	5.216	3.694
TCGA-24-1464-01	TCGA-24-1464-01	OV	Primary Tumor	3.539	2.37	3.517
TCGA-59-2350-01	TCGA-59-2350-01	OV	Primary Tumor	3.537	4.572	4.897
TCGA-24-1930-01	TCGA-24-1930-01	OV	Primary Tumor	3.537	1.679	3.921
TCGA-61-1740-01	TCGA-61-1740-01	OV	Primary Tumor	3.519	4.074	4.466
TCGA-13-1489-01	TCGA-13-1489-01	OV	Primary Tumor	3.507	2.546	2.834
TCGA-23-1029-01	TCGA-23-1029-01	OV	Primary Tumor	3.5	4.73	5.175
TCGA-24-1604-01	TCGA-24-1604-01	OV	Primary Tumor	3.497	2.428	4.838
TCGA-24-1565-01	TCGA-24-1565-01	OV	Primary Tumor	3.491	1.057	3.237
TCGA-09-1670-01	TCGA-09-1670-01	OV	Primary Tumor	3.488	3.398	5.103
TCGA-13-0762-01	TCGA-13-0762-01	OV	Primary Tumor	3.483	1.522	2.949
TCGA-29-1702-01	TCGA-29-1702-01	OV	Primary Tumor	3.482	4.438	4.279
TCGA-04-1365-01	TCGA-04-1365-01	OV	Primary Tumor	3.474	4.349	4.315
TCGA-23-1114-01	TCGA-23-1114-01	OV	Primary Tumor	3.473	4.239	3.884
TCGA-23-1028-01	TCGA-23-1028-01	OV	Primary Tumor	3.47	3.045	3.717
TCGA-24-1428-01	TCGA-24-1428-01	OV	Primary Tumor	3.466	3.603	4.297
TCGA-04-1356-01	TCGA-04-1356-01	OV	Primary Tumor	3.457	2.848	4.278
TCGA-24-2293-01	TCGA-24-2293-01	OV	Primary Tumor	3.434	2.72	4.427
TCGA-13-0916-01	TCGA-13-0916-01	OV	Primary Tumor	3.432	3.945	3.931
TCGA-23-1118-01	TCGA-23-1118-01	OV	Primary Tumor	3.421	3.353	4.022
TCGA-24-1413-01	TCGA-24-1413-01	OV	Primary Tumor	3.42	2.81	4.46
TCGA-13-0901-01	TCGA-13-0901-01	OV	Primary Tumor	3.418	2.551	4.158
TCGA-13-0730-01	TCGA-13-0730-01	OV	Primary Tumor	3.418	2.529	3.643
TCGA-13-0725-01	TCGA-13-0725-01	OV	Primary Tumor	3.412	3.741	2.977
TCGA-25-1626-01	TCGA-25-1626-01	OV	Primary Tumor	3.41	2.984	4.397
TCGA-24-1434-01	TCGA-24-1434-01	OV	Primary Tumor	3.399	3.574	3.592
TCGA-20-1683-01	TCGA-20-1683-01	OV	Primary Tumor	3.399	2.768	4.77
TCGA-04-1361-01	TCGA-04-1361-01	OV	Primary Tumor	3.39	3.331	3.773
TCGA-23-1021-01	TCGA-23-1021-01	OV	Primary Tumor	3.383	1.334	3.239
TCGA-09-1665-01	TCGA-09-1665-01	OV	Primary Tumor	3.372	1.993	2.894
TCGA-24-0979-01	TCGA-24-0979-01	OV	Primary Tumor	3.368	2.671	3.22
TCGA-24-1418-01	TCGA-24-1418-01	OV	Primary Tumor	3.363	3.391	4.231
TCGA-29-1703-01	TCGA-29-1703-01	OV	Primary Tumor	3.356	3.416	2.734
TCGA-24-1923-01	TCGA-24-1923-01	OV	Primary Tumor	3.356	2.239	3.433
TCGA-29-1710-01	TCGA-29-1710-01	OV	Primary Tumor	3.356	2.199	3.638
TCGA-09-0366-01	TCGA-09-0366-01	OV	Primary Tumor	3.356	1.078	3.865
TCGA-25-1630-01	TCGA-25-1630-01	OV	Primary Tumor	3.355	3.831	4.617
TCGA-23-2084-01	TCGA-23-2084-01	OV	Primary Tumor	3.351	4.753	4.805
TCGA-61-2113-01	TCGA-61-2113-01	OV	Primary Tumor	3.351	4.192	4.216
TCGA-25-1323-01	TCGA-25-1323-01	OV	Primary Tumor	3.343	3.689	4.399
TCGA-25-2399-01	TCGA-25-2399-01	OV	Primary Tumor	3.334	4.128	4.128
TCGA-23-1109-01	TCGA-23-1109-01	OV	Primary Tumor	3.334	3.717	3.388
TCGA-23-1122-01	TCGA-23-1122-01	OV	Primary Tumor	3.329	3.356	4.264
TCGA-20-1686-01	TCGA-20-1686-01	OV	Primary Tumor	3.328	2.628	4.409
TCGA-24-1843-01	TCGA-24-1843-01	OV	Primary Tumor	3.318	4.168	4.725
TCGA-29-1778-01	TCGA-29-1778-01	OV	Primary Tumor	3.318	1.99	3.723
TCGA-24-2297-01	TCGA-24-2297-01	OV	Primary Tumor	3.31	2.308	4.063
TCGA-04-1347-01	TCGA-04-1347-01	OV	Primary Tumor	3.306	2.607	2.154
TCGA-24-2298-01	TCGA-24-2298-01	OV	Primary Tumor	3.306	2.074	3.686
TCGA-13-1410-01	TCGA-13-1410-01	OV	Primary Tumor	3.296	3.812	4.562
TCGA-13-2060-01	TCGA-13-2060-01	OV	Primary Tumor	3.293	3.491	3.824
TCGA-09-1669-01	TCGA-09-1669-01	OV	Primary Tumor	3.289	4.369	4.87
TCGA-25-1322-01	TCGA-25-1322-01	OV	Primary Tumor	3.287	4.011	4.138
TCGA-61-1737-01	TCGA-61-1737-01	OV	Primary Tumor	3.283	4.418	4.803
TCGA-24-1436-01	TCGA-24-1436-01	OV	Primary Tumor	3.283	3.195	3.918
TCGA-61-1741-01	TCGA-61-1741-01	OV	Primary Tumor	3.278	4.74	4.42
TCGA-61-1995-01	TCGA-61-1995-01	OV	Primary Tumor	3.275	4.94	5.226
TCGA-24-2026-01	TCGA-24-2026-01	OV	Primary Tumor	3.271	3.688	3.675
TCGA-24-2271-01	TCGA-24-2271-01	OV	Primary Tumor	3.271	2.266	3.409
TCGA-61-1918-01	TCGA-61-1918-01	OV	Primary Tumor	3.268	2.858	4.351
TCGA-23-2081-01	TCGA-23-2081-01	OV	Primary Tumor	3.265	3.395	5.02
TCGA-24-1430-01	TCGA-24-1430-01	OV	Primary Tumor	3.263	3.26	3.52
TCGA-24-1846-01	TCGA-24-1846-01	OV	Primary Tumor	3.262	4.402	4.476
TCGA-24-1463-01	TCGA-24-1463-01	OV	Primary Tumor	3.262	3.915	4.697
TCGA-31-1959-01	TCGA-31-1959-01	OV	Primary Tumor	3.26	3.933	4.563
TCGA-13-1407-01	TCGA-13-1407-01	OV	Primary Tumor	3.259	4.006	3.551
TCGA-24-1426-01	TCGA-24-1426-01	OV	Primary Tumor	3.25	2.88	3.207
TCGA-24-0968-01	TCGA-24-0968-01	OV	Primary Tumor	3.247	2.365	3.094
TCGA-09-1667-01	TCGA-09-1667-01	OV	Primary Tumor	3.242	4.033	4.054
TCGA-13-1487-01	TCGA-13-1487-01	OV	Primary Tumor	3.242	3.103	3.417
TCGA-13-0720-01	TCGA-13-0720-01	OV	Primary Tumor	3.236	1.311	3.563
TCGA-13-0726-01	TCGA-13-0726-01	OV	Primary Tumor	3.228	2.368	2.59
TCGA-23-1113-01	TCGA-23-1113-01	OV	Primary Tumor	3.227	1.971	3.084
TCGA-24-2267-01	TCGA-24-2267-01	OV	Primary Tumor	3.217	2.401	4.848
TCGA-04-1341-01	TCGA-04-1341-01	OV	Primary Tumor	3.211	1.953	2.592
TCGA-04-1350-01	TCGA-04-1350-01	OV	Primary Tumor	3.21	2.84	3.524
TCGA-09-1666-01	TCGA-09-1666-01	OV	Primary Tumor	3.203	4.242	3.759
TCGA-10-0937-01	TCGA-10-0937-01	OV	Primary Tumor	3.199	2.546	3.02
